Šifra kupca;Ime kupca;Št.raèuna;Datum;Predraèun;Št. predraèuna;Predraèun velja do;V tranzitu;Poslati na ime;Poslati na naslov-1vrst.;Poslati na naslov-2vrst.;V mesto;V državo;Na poštno štev.;Poslati v državo;Naroèilo kupca;Dostava;Datum pošilj.;Zapade;Znesek popusta;Datum popusta;Prikazani pogoji;Št.dobavnice;Šifra prodajalca;Konto terjatev;Znesek terjatev;OE/Skladišèe;Opomba raèuna;Opombe natisne za artiklom;Promet - zaèetno stanje;Datum plaèila;Število elementov;Dodeli naroè. prodaje;Št. naroèila;Distribucija naroèila;Kolièina;Artikel;Opis;Konto GK;Cena;Vrsta davka;Znesek;Konto zaloge;Konto stroškov prodaje;Znesek stroš. prodaje;Posel;Davène stopnje;Obdobje prometa;Štev. prometa;Šifra davka;Tip vrstice;Rabat;Datum knjiženja;Knjiženje - oseba;Datum prejema raèuna;Tip oprostitve;Vrsta raèuna;Št.obrazca za vraèilo davka;Lokacija;Valuta;Teèaj;Banka;Datum teèaja;Tiskanje v valuti?;Cena enote - tekst;Vneseni znesek;Poslovni raèun;Model in sklic za plaèilo;Datum obraèunanega DDV;Št. izdaje 1;Št. izdaje 2;Št. izdaje 3;Št. izdaje 4;Št. izdaje 5;Št. izdaje 6;Št. izdaje 7;Št. izdaje 8;Št. izdaje 9;Št. izdaje 10;Št. izdaje 11;Št. izdaje 12;Št. izdaje 13;Št. izdaje 14;Št. izdaje 15;Št. izdaje 16;Št. izdaje 17;Št. izdaje 18;Št. izdaje 19;Št. izdaje 20;Št. izdaje 21;Št. izdaje 22;Št. izdaje 23;Št. izdaje 24;Št. izdaje 25;Št. izdaje 26;Št. izdaje 27;Št. izdaje 28;Št. izdaje 29;Št. izdaje 30;Št. izdaje 31;Št. izdaje 32;Št. izdaje 33;Št. izdaje 34;Št. izdaje 35;Št. izdaje 36;Št. izdaje 37;Št. izdaje 38;Št. izdaje 39;Št. izdaje 40;Št. izdaje 41;Št. izdaje 42;Št. izdaje 43;Št. izdaje 44;Št. izdaje 45;Št. izdaje 46;Št. izdaje 47;Št. izdaje 48;Št. izdaje 49;Št. izdaje 50;Predplaèilo
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;380,00000;6;Plastifikacija SIJAJ A2, 1/0, DN.328, ZGODBE IZ DAMAÈE...;760000;0,05200;0;-19,76000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,0520000000999999990000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;70,00000;13;Plastificiranje MAT A2, 1/1, DN.409, VIZITKE RTV;760000;0,14900;0;-10,43000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,1490000001000000000000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;240,00000;13;Plastificiranje MAT A2, 1/1, DN.357, MAPA AMZS;760000;0,13300;0;-31,92000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,1330000001000000200000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;710,00000;15;Plastifikacija 101/71, 1/0 MAT, DN.324, ZLOŽENKA RUJZ;760000;0,14900;0;-105,79000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,1490000001000000000000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;1400,00000;15;Plastifikacija 72/33, 1/0 MAT, DN.113, MK OVITEK;760000;0,05890;0;-82,46000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,0589000001000000020000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;1350,00000;15;Plastifikacija 72/52, 1/0 MAT, DN.113, MK RAZGLEDNICE;760000;0,07650;0;-103,28000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,0765000000999999930000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;1650,00000;12;Plastificiranje MAT A1, 1/0, DN.502, OMEGA AIR;760000;0,13000;0;-214,50000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,1300000001000000100000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;110,00000;2;Plastifikacija SIJAJ B2, 1/0, DN.447, LUX IN TENEBRIS LUCET;760000;0,05600;0;-6,16000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,0560000001000000030000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA JANUŠ D.O.O;TISKARNA JANUŠ D.O.O.;17/0256;03.04.17;Ne;;;Ne;TISKARNA JANUŠ D.O.O.;STERNADOVA 12;;;;1210;;;Osebni prevzem;03.04.17;02.06.17;0,00000;03.04.17;Zapade v 60 dneh;;;120000;2122,63000;SPLOŠNO;;Ne;Ne;;19;Ne;;0;180,00000;8;Plastifikacija SIJAJ  B1, 1/0, DN.406, STOJALO RASACTA;760000;0,11200;0;-20,16000;500000;500000;0,00000;;;32;1;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;03.04.17;Ne;0,1120000001000000000000000;0,00000;03106-1000813505;00 256;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
ROBOPLAST;ROBOPLAST d.o.o.;17/0257;03.04.17;Ne;;;Ne;ROBOPLAST d.o.o.;Litostrojska 40;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;61,00000;SPLOŠNO;;Ne;Ne;;2;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-11,00000;;;0,00000;;D22;32;2;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 257;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
ROBOPLAST;ROBOPLAST d.o.o.;17/0257;03.04.17;Ne;;;Ne;ROBOPLAST d.o.o.;Litostrojska 40;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;61,00000;SPLOŠNO;;Ne;Ne;;2;Ne;;0;100,00000;20;ZLATOTISK VIZITKE OMBRA;760000;0,50000;0;-50,00000;500000;500000;0,00000;;;32;2;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,5000000001000000100000000;0,00000;03106-1000813505;00 257;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MARKO KLENOVŠEK S.P.;MARKO KLENOVŠEK S.P.;17/0258;03.04.17;Ne;;;Ne;MARKO KLENOVŠEK S.P.;OREŠJE NAD SEVNICO 4;;;;8290;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;1021,12000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-184,14000;;;0,00000;;D22;32;3;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 258;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MARKO KLENOVŠEK S.P.;MARKO KLENOVŠEK S.P.;17/0258;03.04.17;Ne;;;Ne;MARKO KLENOVŠEK S.P.;OREŠJE NAD SEVNICO 4;;;;8290;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;1021,12000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;650,00000;2;Plastifikacija SIJAJ B2, 1/0, ŠKATLA DERMALUXE HAIR;760000;0,05800;0;-37,70000;500000;500000;0,00000;;;32;3;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0580000001000000040000000;0,00000;03106-1000813505;00 258;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MARKO KLENOVŠEK S.P.;MARKO KLENOVŠEK S.P.;17/0258;03.04.17;Ne;;;Ne;MARKO KLENOVŠEK S.P.;OREŠJE NAD SEVNICO 4;;;;8290;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;1021,12000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;600,00000;20;ZLATOTISK ŠKATLA DERMALUXE HAIR;760000;0,18333;0;-110,00000;500000;500000;0,00000;;;32;3;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1833333334333333300000000;0,00000;03106-1000813505;00 258;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MARKO KLENOVŠEK S.P.;MARKO KLENOVŠEK S.P.;17/0258;03.04.17;Ne;;;Ne;MARKO KLENOVŠEK S.P.;OREŠJE NAD SEVNICO 4;;;;8290;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;1021,12000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;7060,00000;4;Plastifikacija SIJAJ B4, 1/0, DERMA LUXE;760000;0,03000;0;-211,80000;500000;500000;0,00000;;;32;3;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0300000001000000000000000;0,00000;03106-1000813505;00 258;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MARKO KLENOVŠEK S.P.;MARKO KLENOVŠEK S.P.;17/0258;03.04.17;Ne;;;Ne;MARKO KLENOVŠEK S.P.;OREŠJE NAD SEVNICO 4;;;;8290;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;1021,12000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;3460,00000;15;Plastifikacija 50/33, 1/0 SIJAJ, DERMA LUXE ŠKATLICA;760000;0,03800;0;-131,48000;500000;500000;0,00000;;;32;3;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0380000001000000000000000;0,00000;03106-1000813505;00 258;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MARKO KLENOVŠEK S.P.;MARKO KLENOVŠEK S.P.;17/0258;03.04.17;Ne;;;Ne;MARKO KLENOVŠEK S.P.;OREŠJE NAD SEVNICO 4;;;;8290;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;1021,12000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;3460,00000;20;ZLATOTISK 50/33, DERMA LUXE ŠKATLICA;760000;0,10000;0;-346,00000;500000;500000;0,00000;;;32;3;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1000000001000000000000000;0,00000;03106-1000813505;00 258;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
STUDIO K;GRAFIÈNI STUDIO K, D.O.O.;17/0259;03.04.17;Ne;;;Ne;GRAFIÈNI STUDIO K, D.O.O.;Šmartinska cesta 52;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;202,76000;SPLOŠNO;;Ne;Ne;;7;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-36,56000;;;0,00000;;D22;32;4;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 259;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
STUDIO K;GRAFIÈNI STUDIO K, D.O.O.;17/0259;03.04.17;Ne;;;Ne;GRAFIÈNI STUDIO K, D.O.O.;Šmartinska cesta 52;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;202,76000;SPLOŠNO;;Ne;Ne;;7;Ne;;0;170,00000;13;Plastificiranje MAT A2, 1/1, DAN KAKOVOSTI BV VABILO;760000;0,14000;0;-23,80000;500000;500000;0,00000;;;32;4;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1400000001000000200000000;0,00000;03106-1000813505;00 259;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
STUDIO K;GRAFIÈNI STUDIO K, D.O.O.;17/0259;03.04.17;Ne;;;Ne;GRAFIÈNI STUDIO K, D.O.O.;Šmartinska cesta 52;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;202,76000;SPLOŠNO;;Ne;Ne;;7;Ne;;0;80,00000;20;ZLATOTISK CFA INSTITUTE MAPA;760000;0,60000;0;-48,00000;500000;500000;0,00000;;;32;4;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,6000000000999999900000000;0,00000;03106-1000813505;00 259;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
