Šifra kupca;Ime kupca;Št.raèuna;Datum;Predraèun;Št. predraèuna;Predraèun velja do;V tranzitu;Poslati na ime;Poslati na naslov-1vrst.;Poslati na naslov-2vrst.;V mesto;V državo;Na poštno štev.;Poslati v državo;Naroèilo kupca;Dostava;Datum pošilj.;Zapade;Znesek popusta;Datum popusta;Prikazani pogoji;Št.dobavnice;Šifra prodajalca;Konto terjatev;Znesek terjatev;OE/Skladišèe;Opomba raèuna;Opombe natisne za artiklom;Promet - zaèetno stanje;Datum plaèila;Število elementov;Dodeli naroè. prodaje;Št. naroèila;Distribucija naroèila;Kolièina;Artikel;Opis;Konto GK;Cena;Vrsta davka;Znesek;Konto zaloge;Konto stroškov prodaje;Znesek stroš. prodaje;Posel;Davène stopnje;Obdobje prometa;Štev. prometa;Šifra davka;Tip vrstice;Rabat;Datum knjiženja;Knjiženje - oseba;Datum prejema raèuna;Tip oprostitve;Vrsta raèuna;Št.obrazca za vraèilo davka;Lokacija;Valuta;Teèaj;Banka;Datum teèaja;Tiskanje v valuti?;Cena enote - tekst;Vneseni znesek;Poslovni raèun;Model in sklic za plaèilo;Datum obraèunanega DDV;Št. izdaje 1;Št. izdaje 2;Št. izdaje 3;Št. izdaje 4;Št. izdaje 5;Št. izdaje 6;Št. izdaje 7;Št. izdaje 8;Št. izdaje 9;Št. izdaje 10;Št. izdaje 11;Št. izdaje 12;Št. izdaje 13;Št. izdaje 14;Št. izdaje 15;Št. izdaje 16;Št. izdaje 17;Št. izdaje 18;Št. izdaje 19;Št. izdaje 20;Št. izdaje 21;Št. izdaje 22;Št. izdaje 23;Št. izdaje 24;Št. izdaje 25;Št. izdaje 26;Št. izdaje 27;Št. izdaje 28;Št. izdaje 29;Št. izdaje 30;Št. izdaje 31;Št. izdaje 32;Št. izdaje 33;Št. izdaje 34;Št. izdaje 35;Št. izdaje 36;Št. izdaje 37;Št. izdaje 38;Št. izdaje 39;Št. izdaje 40;Št. izdaje 41;Št. izdaje 42;Št. izdaje 43;Št. izdaje 44;Št. izdaje 45;Št. izdaje 46;Št. izdaje 47;Št. izdaje 48;Št. izdaje 49;Št. izdaje 50;Predplaèilo
TISKARNA OZIMEK doo;TISKARNA OZIMEK d.o.o.;17/0269;03.04.17;Ne;;;Ne;TISKARNA OZIMEK d.o.o.;Motnica 2;;;;1236;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;498,20000;SPLOŠNO;;Ne;Ne;;12;Ne;;0;1360,00000;2;Plastifikacija SIJAJ B2, 1/1, OREHOVA POTICA;760000;0,11200;0;-152,32000;500000;500000;0,00000;;;32;14;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1120000001000000000000000;0,00000;03106-1000813505;00 269;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA OZIMEK doo;TISKARNA OZIMEK d.o.o.;17/0269;03.04.17;Ne;;;Ne;TISKARNA OZIMEK d.o.o.;Motnica 2;;;;1236;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;498,20000;SPLOŠNO;;Ne;Ne;;12;Ne;;0;570,00000;15;Plastifikacija 72/45, 1/1 SIJAJ, OREHOVA POTICA;760000;0,10000;0;-57,00000;500000;500000;0,00000;;;32;14;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1000000001000000000000000;0,00000;03106-1000813505;00 269;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA OZIMEK doo;TISKARNA OZIMEK d.o.o.;17/0269;03.04.17;Ne;;;Ne;TISKARNA OZIMEK d.o.o.;Motnica 2;;;;1236;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;498,20000;SPLOŠNO;;Ne;Ne;;12;Ne;;0;300,00000;10;Plastifikacija MAT B3, 1/0, ÈRNI VRH;760000;0,06000;0;-18,00000;500000;500000;0,00000;;;32;14;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0600000000999999990000000;0,00000;03106-1000813505;00 269;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA OZIMEK doo;TISKARNA OZIMEK d.o.o.;17/0269;03.04.17;Ne;;;Ne;TISKARNA OZIMEK d.o.o.;Motnica 2;;;;1236;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;498,20000;SPLOŠNO;;Ne;Ne;;12;Ne;;0;95,00000;15;Plastifikacija B3 SOFT TOUCH, 1/1, VIZITKE CALCIT;760000;0,20000;0;-19,00000;500000;500000;0,00000;;;32;14;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,2000000001000000200000000;0,00000;03106-1000813505;00 269;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
TISKARNA OZIMEK doo;TISKARNA OZIMEK d.o.o.;17/0269;03.04.17;Ne;;;Ne;TISKARNA OZIMEK d.o.o.;Motnica 2;;;;1236;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;498,20000;SPLOŠNO;;Ne;Ne;;12;Ne;;0;4,00000;17;PRIPRAVA;760000;6,00000;0;-24,00000;500000;500000;0,00000;;;32;14;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;6,0000000001000000000000000;0,00000;03106-1000813505;00 269;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MATISK;MATISK, MATEJ ŠPENDAL s.p.;17/0270;03.04.17;Ne;;;Ne;MATISK, MATEJ ŠPENDAL s.p.;Šaranovièeva cesta 25a;;;;1230;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;32,88000;SPLOŠNO;;Ne;Ne;;2;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-5,93000;;;0,00000;;D22;32;15;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 270;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MATISK;MATISK, MATEJ ŠPENDAL s.p.;17/0270;03.04.17;Ne;;;Ne;MATISK, MATEJ ŠPENDAL s.p.;Šaranovièeva cesta 25a;;;;1230;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;32,88000;SPLOŠNO;;Ne;Ne;;2;Ne;;0;350,00000;13;Plastificiranje MAT A2, 1/0, IKONOS OVITEK;760000;0,07700;0;-26,95000;500000;500000;0,00000;;;32;15;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0770000000999999930000000;0,00000;03106-1000813505;00 270;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
LINEA AV;LINEA AV D.O.O.;17/0271;03.04.17;Ne;;;Ne;LINEA AV D.O.O.;Graška cesta 35;;;;1270;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;62,77000;SPLOŠNO;;Ne;Ne;;3;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-11,32000;;;0,00000;;D22;32;16;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 271;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
LINEA AV;LINEA AV D.O.O.;17/0271;03.04.17;Ne;;;Ne;LINEA AV D.O.O.;Graška cesta 35;;;;1270;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;62,77000;SPLOŠNO;;Ne;Ne;;3;Ne;;0;350,00000;1;Plastifikacija MAT B2, 1/0, VREÈKA BEENIUS;762000;0,08700;0;-30,45000;500000;500000;0,00000;;;32;16;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0870000000999999880000000;0,00000;03106-1000813505;00 271;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
LINEA AV;LINEA AV D.O.O.;17/0271;03.04.17;Ne;;;Ne;LINEA AV D.O.O.;Graška cesta 35;;;;1270;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;62,77000;SPLOŠNO;;Ne;Ne;;3;Ne;;0;350,00000;4;Plastifikacija SIJAJ B4, 1/1, KAZALKE AKADEMIJA;762000;0,06000;0;-21,00000;500000;500000;0,00000;;;32;16;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0600000000999999990000000;0,00000;03106-1000813505;00 271;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
MOSETTI TECNICHE GRA;MOSETTI TECNICHE GRAFICHE SNC;17/0272;03.04.17;Ne;;;Ne;MOSETTI TECNICHE GRAFICHE SNC;VIA CABOTO 19/5;;;;34147;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;358,70000;SPLOŠNO;;Ne;Ne;;1;Ne;;0;2110,00000;15;Plastifikacija 41/70, 1/0 SOFT TOUCH;760000;0,17000;0;-358,70000;500000;500000;0,00000;;;32;17;D22;0;0,00000;04.04.17;;;7;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1700000001000000200000000;0,00000;03106-1000813505;00 272;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
LISKO d.o.o.;LISKO d.o.o.;17/0273;03.04.17;Ne;;;Ne;LISKO d.o.o.;PERUZZIJEVA UL.82;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;120,29000;SPLOŠNO;;Ne;Ne;;3;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-21,69000;;;0,00000;;D22;32;18;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 273;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
LISKO d.o.o.;LISKO d.o.o.;17/0273;03.04.17;Ne;;;Ne;LISKO d.o.o.;PERUZZIJEVA UL.82;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;120,29000;SPLOŠNO;;Ne;Ne;;3;Ne;;0;1060,00000;1;Plastifikacija MAT B2, 1/0, MAPA MIÈ STYLING;760000;0,08000;0;-84,80000;500000;500000;0,00000;;;32;18;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0800000000999999960000000;0,00000;03106-1000813505;00 273;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
LISKO d.o.o.;LISKO d.o.o.;17/0273;03.04.17;Ne;;;Ne;LISKO d.o.o.;PERUZZIJEVA UL.82;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;120,29000;SPLOŠNO;;Ne;Ne;;3;Ne;;0;230,00000;10;Plastifikacija MAT B3, 1/0, OVITEK DONIT;760000;0,06000;0;-13,80000;500000;500000;0,00000;;;32;18;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0600000000999999990000000;0,00000;03106-1000813505;00 273;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-48,17000;;;0,00000;;D22;32;19;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;220,00000;13;Plastificiranje MAT A2, 1/1, KARTICA AKTIVIRAJMO ŽIVLJENJE;760000;0,13432;0;-29,55000;500000;500000;0,00000;;;32;19;D22;0;8,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1460000001000000000000000;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;50,00000;14;Plastificiranje MAT A3, 1/1, VIZITKE CASTROL;760000;0,09560;0;-4,78000;500000;500000;0,00000;;;32;19;D22;0;8,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1040000000999999900000000;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;800,00000;15;Plastifikacija 35/33, 1/0 MAT, ENTRESTO;760000;0,04416;0;-35,33000;500000;500000;0,00000;;;32;19;D22;0;8,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0480000001000000020000000;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;400,00000;1;Plastifikacija MAT B2, 1/1, ALCON;760000;0,15640;0;-62,56000;500000;500000;0,00000;;;32;19;D22;0;8,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1700000001000000200000000;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;300,00000;14;Plastificiranje MAT A3, 1/0, SYSTAN;760000;0,04783;0;-14,35000;500000;500000;0,00000;;;32;19;D22;0;8,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0520000000999999990000000;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;350,00000;13;Plastificiranje MAT A2, 1/1, CUTTICOM;760000;0,13431;0;-47,01000;500000;500000;0,00000;;;32;19;D22;0;8,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1460000001000000000000000;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;130,00000;10;Plastifikacija MAT B3, 1/1, GSK ROTARIX;760000;0,11038;0;-14,35000;500000;500000;0,00000;;;32;19;D22;0;8,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1200000000999999900000000;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KONCEPT;KONCEPT d.o.o.;17/0274;03.04.17;Ne;;;Ne;KONCEPT d.o.o.;ROŽNA DOLINA CESTA XVII/6 A;;;;1000;;;Osebni prevzem;03.04.17;08.04.17;0,00000;03.04.17;Zapade v 5 dneh;;;120000;267,14000;SPLOŠNO;;Ne;Ne;;9;Ne;;0;2,00000;17;PRIPRAVA;760000;5,52000;0;-11,04000;500000;500000;0,00000;;;32;19;D22;0;8,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;6,0000000001000000000000000;0,00000;03106-1000813505;00 274;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KAMITEX D.O.O.;KAMITEX D.O.O.;17/0275;03.04.17;Ne;;;Ne;KAMITEX D.O.O.;ŽIMARICE 40;;;;1317;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;47,37000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-8,54000;;;0,00000;;D22;32;20;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 275;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KAMITEX D.O.O.;KAMITEX D.O.O.;17/0275;03.04.17;Ne;;;Ne;KAMITEX D.O.O.;ŽIMARICE 40;;;;1317;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;47,37000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;40,00000;11;Plastifikacija MAT B4, 1/1, VIZITKE HONDA HUSQVARNA;760000;0,08600;0;-3,44000;500000;500000;0,00000;;;32;20;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0860000000999999880000000;0,00000;03106-1000813505;00 275;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KAMITEX D.O.O.;KAMITEX D.O.O.;17/0275;03.04.17;Ne;;;Ne;KAMITEX D.O.O.;ŽIMARICE 40;;;;1317;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;47,37000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;6,00000;7;Plastifikacija SIJAJ A3, 1/0, NALEPKE OPOZORILA;760000;0,04000;0;-0,24000;500000;500000;0,00000;;;32;20;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0400000001000000020000000;0,00000;03106-1000813505;00 275;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KAMITEX D.O.O.;KAMITEX D.O.O.;17/0275;03.04.17;Ne;;;Ne;KAMITEX D.O.O.;ŽIMARICE 40;;;;1317;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;47,37000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;10,00000;7;Plastifikacija SIJAJ A3, 1/0, NALEPKE NEVARNOST;760000;0,04000;0;-0,40000;500000;500000;0,00000;;;32;20;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0400000001000000020000000;0,00000;03106-1000813505;00 275;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KAMITEX D.O.O.;KAMITEX D.O.O.;17/0275;03.04.17;Ne;;;Ne;KAMITEX D.O.O.;ŽIMARICE 40;;;;1317;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;47,37000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;250,00000;11;Plastifikacija MAT B4, 1/0, DUŠEVNO ZDRAVJE V VRTCU IN ŠOLI;760000;0,04300;0;-10,75000;500000;500000;0,00000;;;32;20;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0430000000999999980000000;0,00000;03106-1000813505;00 275;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
KAMITEX D.O.O.;KAMITEX D.O.O.;17/0275;03.04.17;Ne;;;Ne;KAMITEX D.O.O.;ŽIMARICE 40;;;;1317;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;47,37000;SPLOŠNO;;Ne;Ne;;6;Ne;;0;3,00000;18;PRIPRAVA;760000;8,00000;0;-24,00000;500000;500000;0,00000;;;32;20;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;8,0000000001000000000000000;0,00000;03106-1000813505;00 275;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
JOŽE DOLINŠÈEK S.P.;JOŽE DOLINŠÈEK S.P.;17/0276;03.04.17;Ne;;;Ne;JOŽE DOLINŠÈEK S.P.;STRMEC 19;;;;1273;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;40,50000;SPLOŠNO;;Ne;Ne;;4;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-7,30000;;;0,00000;;D22;32;21;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 276;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
JOŽE DOLINŠÈEK S.P.;JOŽE DOLINŠÈEK S.P.;17/0276;03.04.17;Ne;;;Ne;JOŽE DOLINŠÈEK S.P.;STRMEC 19;;;;1273;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;40,50000;SPLOŠNO;;Ne;Ne;;4;Ne;;0;120,00000;15;Plastifikacija A3 DIGI SIJAJ, 1/0, OVITEK KAOS;760000;0,12000;0;-14,40000;500000;500000;0,00000;;;32;21;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,1200000000999999900000000;0,00000;03106-1000813505;00 276;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
JOŽE DOLINŠÈEK S.P.;JOŽE DOLINŠÈEK S.P.;17/0276;03.04.17;Ne;;;Ne;JOŽE DOLINŠÈEK S.P.;STRMEC 19;;;;1273;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;40,50000;SPLOŠNO;;Ne;Ne;;4;Ne;;0;270,00000;7;Plastifikacija SIJAJ A3, 1/0, KUPONI MARMAR;760000;0,04000;0;-10,80000;500000;500000;0,00000;;;32;21;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;0,0400000001000000020000000;0,00000;03106-1000813505;00 276;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
JOŽE DOLINŠÈEK S.P.;JOŽE DOLINŠÈEK S.P.;17/0276;03.04.17;Ne;;;Ne;JOŽE DOLINŠÈEK S.P.;STRMEC 19;;;;1273;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;40,50000;SPLOŠNO;;Ne;Ne;;4;Ne;;0;1,00000;18;PRIPRAVA;760000;8,00000;0;-8,00000;500000;500000;0,00000;;;32;21;D22;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;8,0000000001000000000000000;0,00000;03106-1000813505;00 276;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
STUDIO JAGER;STUDIO JAGER D.O.O.,;17/0277;03.04.17;Ne;;;Ne;STUDIO JAGER D.O.O.,;OBIRSKA ULICA 27A;;;;1000;;;Osebni prevzem;03.04.17;03.05.17;0,00000;03.04.17;Zapade v 30 dneh;;;120000;95,53000;SPLOŠNO;;Ne;Ne;;8;Ne;;0;0,00000;;Davek 22%;260000;0,00000;0;-17,23000;;;0,00000;;D22;32;22;;0;0,00000;04.04.17;;;0;0;;SPLOŠNO;EUR;1,00000;1;04.04.17;Ne;;0,00000;03106-1000813505;00 277;03.04.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ne
